target,alpha_grid,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,2,18.269825144247523,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,3,24.077648824789453,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,4,20.33857771897082,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,100.0,mean,20.25983076651335,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,0,18.810776890861863,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,1,19.940403499178654,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,2,18.43460241948411,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,3,24.111224167379515,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,4,20.544603797251106,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,138.9495494373136,mean,20.36832215483105,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,0,18.823556534107116,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,1,20.12351513487676,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,2,18.63395728140614,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,3,24.166685323024947,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,4,20.79680615675767,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,193.06977288832496,mean,20.508904086034526,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,0,18.84273349723837,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,1,20.343182439018765,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,2,18.891623493099964,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,3,24.29340683434128,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,4,21.109703460090355,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,268.26957952797216,mean,20.696129944757747,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,0,18.862247208820083,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,1,20.602912315009622,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,2,19.152646045007955,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,3,24.4565730188736,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,4,21.50277851804733,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,372.7593720314938,mean,20.91543142115172,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,0,18.910255100382518,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,1,20.864662327772972,False
